match_url,match_id,competition,season,match_date,home_team,away_team,team,home_away,player_id,player,position,position_id,minutes_played,Tries,Metres_Gained,Carries,Defenders_Beaten,Clean_Breaks,Passes,Offloads,Turnovers_Conceded,Try_Assists,Points_Scored,Tackles_Attempted,Missed_Tackles,Turnovers_Won,Kicks_In_Play,Conversions,Penalty_Goals,Drop_Goals,Lineouts_Won,Lineout_Steals,Penalties_Conceded,Red_Cards,Yellow_Cards
https://rugby-union-feeds.incrowdsports.com/v1/matches/284852,284852,1297,202401,2024-11-01,Doncaster Knights,Sale Sharks,Doncaster Knights,home,204132,George Wacokecoke,outside centre,13,80,1,46,6,1,2,6,3,0,,5,4,1,0,0,0,0,0,0,0,0,0,0
https://rugby-union-feeds.incrowdsports.com/v1/matches/284852,284852,1297,202401,2024-11-01,Doncaster Knights,Sale Sharks,Doncaster Knights,home,200546,Thom Smith,second row,5,80,0,22,1,2,1,0,0,0,,0,5,2,0,2,0,0,0,0,0,1,0,0
https://rugby-union-feeds.incrowdsports.com/v1/matches/284852,284852,1297,202401,2024-11-01,Doncaster Knights,Sale Sharks,Doncaster Knights,home,154087,Alex Dolly,sub 6,21,17,0,0,0,0,0,4,0,0,,0,4,0,0,3,0,0,0,0,0,0,0,0
https://rugby-union-feeds.incrowdsports.com/v1/matches/284852,284852,1297,202401,2024-11-01,Doncaster Knights,Sale Sharks,Doncaster Knights,home,177288,Jordan Olowofela,left wing,11,80,2,40,7,0,2,4,2,1,,10,6,2,0,1,0,0,0,0,0,2,0,0
https://rugby-union-feeds.incrowdsports.com/v1/matches/284852,284852,1297,202401,2024-11-01,Doncaster Knights,Sale Sharks,Doncaster Knights,home,114312,Telusa Veainu,full back,15,66,1,61,13,4,3,4,2,1,,5,1,1,0,2,0,0,0,0,0,1,0,0
https://rugby-union-feeds.incrowdsports.com/v1/matches/284852,284852,1297,202401,2024-11-01,Doncaster Knights,Sale Sharks,Doncaster Knights,home,223398,Morgan Bunting,sub 7,22,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
https://rugby-union-feeds.incrowdsports.com/v1/matches/284852,284852,1297,202401,2024-11-01,Doncaster Knights,Sale Sharks,Doncaster Knights,home,130599,Ollie Fox,scrum half,9,63,0,21,4,1,1,38,0,1,,0,5,1,0,8,0,0,0,0,0,0,0,0
https://rugby-union-feeds.incrowdsports.com/v1/matches/284852,284852,1297,202401,2024-11-01,Doncaster Knights,Sale Sharks,Doncaster Knights,home,249221,Ben Chapman,sub 5,20,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
https://rugby-union-feeds.incrowdsports.com/v1/matches/284852,284852,1297,202401,2024-11-01,Doncaster Knights,Sale Sharks,Doncaster Knights,home,120586,Lewis Thiede,sub 3,18,17,0,0,0,0,0,0,0,1,,0,5,1,0,0,0,0,0,0,0,2,0,0
https://rugby-union-feeds.incrowdsports.com/v1/matches/284852,284852,1297,202401,2024-11-01,Doncaster Knights,Sale Sharks,Doncaster Knights,home,162764,Harry Davey,right wing,14,80,0,32,5,1,2,4,1,0,,0,5,1,1,2,0,0,0,0,0,0,0,0
